,SurfArea,Capacity,CatchArea,DamHt,DamLen,Depth,AvgRelease,DOR,Elev
398,2.387753105363924,5.232177564043492,6.311734809152915,3.1780538303479458,6.366470447731438,2.8449093838194073,7.646831391430482,5.647212123167807,7.4770384723196965
399,1.1167795926235586,3.817712325956905,3.2188758248682006,2.995732273553991,6.363028103540465,2.7013612129514133,4.442651256490317,7.436852947535576,7.416979621381154
41,3.558030175688944,7.49103178840637,7.8628820346414905,5.10594547390058,5.981414211254481,3.933784497209659,11.178459215011753,4.37449836825309,6.156978985585555
413,3.419986423558737,4.765586907393996,10.738611611991622,3.258096538021482,6.368187186350492,1.33500106673234,12.514152756221147,0.3364722366212129,7.150701457592526
415,2.0918640616783932,3.629660094453965,10.219647746416857,4.394449154672439,6.363028103540465,1.547562508716013,11.202793263680856,0.47000362924573563,7.422373700986824
416,4.320071440538581,7.133934218839868,10.214348897935315,2.4849066497880004,6.363028103540465,2.8154087194227095,11.208165050983697,3.9871304779149512,7.483806687665835
419,1.9007633398006798,4.206184043977636,6.905753276311464,1.791759469228055,6.373319789577012,2.302585092994046,8.436200032206706,3.8308129500026027,7.629489916393995
42,0.9415685390584236,4.709530201312334,7.980365765111246,4.77912349311153,5.886104031450156,3.768152635008444,11.330551906824226,1.4350845252893227,5.91350300563827
420,1.1301109557274807,2.785011242238338,2.9444389791664403,2.1972245773362196,6.364750756851911,1.6486586255873816,4.127134385045092,6.719616836866618,7.623153068476902
421,4.048126088420487,7.1347314763165235,9.816294340833752,4.499809670330265,6.361302477572996,3.086486636822455,10.809081274861947,4.387014176184921,7.56734567601324
423,3.4457563848593193,5.2235938203521,9.290998274993637,3.7376696182833684,6.368187186350492,1.7749523509116738,10.941269989996359,2.341805806147327,7.589841512182657
431,0.4382549309311553,2.8791984572980396,6.289715570908998,3.5553480614894135,6.361302477572996,2.4423470353692043,7.977968093128549,2.9652730660692823,7.258412150595307
437,3.674983348921825,5.499624223253072,5.181783550292085,2.3978952727983707,6.466144724237619,1.824549292051046,6.855408798609928,6.706006224522084,7.1569563646156364
438,2.270991221402867,4.9104465668408235,6.709304340258298,3.7376696182833684,6.361302477572996,2.6390573296152584,8.559869465696673,4.412798293340635,7.306531398939505
442,0.09984533496971612,3.2068032436339315,5.749392985908253,4.330733340286331,6.363028103540465,3.109060958860994,7.222566018822171,4.046553898385752,7.509335266016592
445,0.36741704047063445,3.594568774642695,5.981414211254481,4.02535169073515,6.366470447731438,3.2268439945173775,6.894670039433482,4.761318868478023,7.880048200971577
448,-0.36528331847533263,2.8507065015037334,4.867534450455582,3.6635616461296463,6.674561391814426,3.214867803470662,4.553876891600541,6.358708442395948,7.936302693201959
449,1.563603376090301,4.513054897080286,7.532623618788788,3.871201010907891,6.364750756851911,2.9496883350525844,9.2057297594185,3.370738174177447,7.4342573821331355
450,0.7594029763370106,4.08260930600368,5.961005339623274,4.3694478524670215,6.361302477572996,3.3214324131932926,7.83241092718792,4.312140507209715,7.461065514354283
451,4.841845765026253,8.374776728917972,10.572674976900842,5.030437921392435,6.363028103540465,3.5322256440685598,11.488899130367374,4.9473404437239425,7.515344571180436
456,1.264126727145683,4.318820558770089,6.761572768804055,3.970291913552122,6.364750756851911,3.054001181677967,8.416709652837914,3.9646154555473165,7.515344571180436
467,2.3604765714098233,6.128832321400788,6.467698726104354,4.51085950651685,7.028201432058005,3.768152635008444,8.027802848370312,6.162893662735513,7.537962659768208
469,0.3378997886123983,3.3877743613300146,5.501258210544727,3.970291913552122,6.363028103540465,3.0492730404820207,5.54907608489522,5.900445148720813,7.443663683115591
470,-0.7962879394794586,3.594568774642695,5.53338948872752,4.04305126783455,6.7912214627261855,4.390738575275903,6.4967749901858625,5.159629846774143,7.810758116529357
471,1.1216775615991057,3.7887247890836524,5.697093486505405,3.4339872044851463,6.363028103540465,2.667228206581955,6.249975242259483,5.600641715736688,7.810758116529357
473,0.9741822102899327,3.716008121502189,3.970291913552122,3.8918202981106265,6.364750756851911,2.740840023925201,3.970291913552122,7.807510042216193,7.427144133408616
477,2.2604080140948595,5.218732887205194,7.252762418053187,4.276666119016055,6.363028103540465,2.9601050959108397,8.904222737368716,4.375757021660286,7.409741954080923
488,2.422499189659383,5.4514675460417115,7.9105906122564775,4.110873864173311,4.51085950651685,3.0301337002713233,8.677780256064185,4.835487941050301,7.462214939768189
492,3.2069651738423657,6.3531519078702505,6.680854678790215,4.51085950651685,6.363028103540465,3.1441522786722644,7.568379267836522,6.8465179695109475,7.832014180505469
493,4.114098168708937,7.237706298613085,6.304448802421981,4.418840607796598,6.363028103540465,3.122364924487357,7.656337166430183,7.643147441135828,7.7475968386928855
497,1.6772834593291677,4.8307108619020225,6.375024819828097,4.454347296253507,5.209486152841421,3.152736022363656,8.188966863648876,4.703203926259457,7.774435510302958
500,0.20130685670503537,4.070734696582967,5.493061443340548,4.6443908991413725,5.805134968916488,3.8691155044168695,6.8501261661455,5.282187984618153,7.706162970199576
502,1.8949175613306812,4.935193098929397,7.30854279753919,4.543294782270004,6.363028103540465,3.039749158970765,9.163143937145207,3.832979798087693,7.789868559054706
505,-0.9263410677276565,2.975529566236472,4.795790545596741,4.127134385045092,5.877735781779639,3.901972669574645,5.817111159963204,5.220355825078324,7.515889085215125
