ReservoirID,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
114,61.244,14.496,11.182,10.024,24.597,91.375,18.704,29.101,17.162,4.132,11.883,20.8,45.212,11.182,88.863,15.57,17.406,9.362,8.312,17.854
1144,1127.405,1986.933,1054.433,878.642,1279.551,1969.207,1083.174,607.65,1121.855,1037.159,790.662,815.297,1441.495,1391.289,475.128,571.745,864.399,898.237,1381.152,1217.622
1151,227.072,934.369,1781.665,274.56,1082.438,898.181,1047.75,769.594,90.161,778.655,693.45,97.863,74.586,730.772,707.722,166.928,538.784,382.56,132.013,2175.24
1170,209.771,253.35,283.225,367.722,256.182,171.345,1184.35,1752.442,540.369,718.312,414.954,398.531,603.601,472.069,779.618,396.917,353.762,861.567,885.013,250.321
1192,429.566,692.261,190.685,472.692,270.171,293.39,1164.698,291.408,1122.761,1357.054,715.82,1072.527,389.045,325.926,540.568,609.746,259.807,646.897,400.4,548.383
1197,120.092,100.666,19.567,976.788,422.572,151.665,642.65,224.864,57.738,367.835,21.266,283.593,241.627,132.834,544.192,290.134,142.802,106.698,829.399,147.87
1207,1631.99,832.68,664.77,3020.52,606.33,619.85,466.04,20247.36,468.29,818.36,102558576.3,1549.02,518.42,705.09,796.98,910.27,1081.84,562.71,4052.9,1515.48
1237,245.592,391.055,61.731,143.906,107.321,415.634,358.944,166.163,130.682,366.051,476.572,231.546,650.267,179.5,342.407,358.576,216.284,501.094,402.297,290.955
1249,59.607,15.093,68.357,10.081,2.209,26.136,5.663,3.398,2.095,10.755,14.527,1.688,17.5,3.823,0.442,1.229,2.602,12.629,6.343,7.204
131,549.799,346.116,987.945,593.973,305.425,317.063,714.348,506.673,322.84,746.771,479.035,163.699,319.98,880.114,130.427,781.799,2121.665,2617.803,1064.032,255.842
132,1006.441,865.582,1958.231,865.97,801.145,973.197,2327.301,503.289,3116.009,1950.523,6095.078,2194.762,1194.108,2076.528,970.926,1605.704,2357.855,3140.05,1111.349,2247.759
133,115.561,109.643,501.349,159.792,408.158,375.835,152.656,195.216,184.427,220.106,224.864,342.888,146.539,280.704,76.059,148.861,167.437,230.102,159.14,106.16
144,14.583,904.948,298.233,854.261,930.235,253.379,216.539,290.049,236.728,317.233,508.881,338.499,1006.86,120.516,258.872,69.376,306.359,297.411,75.549,209.289
148,119.61,2836.069,1530.523,7766.364,1465.168,1536.328,1584.183,256.72,549.827,1047.297,1563.512,1499.799,3620.671,770.642,274.418,1104.638,513.837,1148.982,1142.668,2131.066
1585,166.367,149.023,157.039,20.889,49.758,35.976,22.716,15.379,16.152,22.954,14.713,64.891,87.312,86.239,113.499,32.346,49.529,41.932,27.974,87.618
1586,166.248,175.876,362.476,131.086,60.64,116.701,247.34,196.016,351.348,163.176,239.227,183.443,149.966,208.199,253.775,233.649,320.914,111.285,153.102,176.506
1587,209.997,174.736,376.274,174.793,140.642,135.029,243.1,213.594,357.592,168.478,237.04,209.651,136.289,165.023,266.27,395.338,359.064,79.252,183.734,179.918
1592,251.142,242.802,511.331,271.848,134.767,194.31,413.149,277.752,579.659,518.098,408.555,340.948,207.024,294.509,393.674,556.326,627.451,141.846,232.771,346.329
1595,447.264,399.154,494.525,334.62,643.754,474.788,331.845,436.73,367.269,383.438,343.908,632.201,264.819,494.893,535.952,357.415,462.243,551.385,613.087,303.839
1600,125.981,155.176,65.27,75.804,152.174,162.142,85.234,262.265,39.788,83.285,69.235,171.203,47.181,69.722,146.933,54.841,103.065,101.87,97.489,70.384
1606,34.66,49.866,30.129,37.746,22.2,32.083,33.895,22.88,37.251,31.74,28.648,80.154,15.198,28.702,71.101,14.716,51.483,27.49,36.931,42.033
1615,137.903,128.238,35.41,58.709,74.224,81.221,41.917,43.917,107.134,74.17,19.071,99.018,129.524,86.131,267.084,138.313,68.43,55.761,36.158,323.364
1617,68.612,38.709,66.998,28.855,33.187,23.475,45.533,39.87,28.693,31.927,27.6,74.255,15.472,30.93,81.402,14.504,51.44,23.925,36.704,38.361
1619,109.897,57.143,29.251,38.596,25.967,24.806,55.982,42.985,33.074,33.269,27.34,57.143,18.635,40.453,48.062,11.61,41.467,16.588,51.653,32.655
1620,70.735,73.341,52.386,39.021,17.925,23.475,57.625,25.655,39.955,29.053,33.017,41.654,52.613,31.941,71.641,10.675,29.619,20.501,70.112,31.488
163,1.812,3.936,1.048,1.331,11.27,7.079,10.392,9.656,5.55,2.294,0.793,1.784,2.01,2.322,15.688,4.219,1.812,4.786,3.766,11.27
1631,403.514,404.845,315.251,297.864,431.746,452.078,315.562,328.56,394.793,435.796,552.376,495.516,168.089,340.198,536.32,473.797,516.753,299.988,342.322,250.037
1634,599.707,688.629,368.111,154.121,267.551,280.074,844.626,246.788,407.273,361.266,202.486,322.663,437.657,208.426,746.438,283.862,316.766,192.03,162.949,429.247
1636,263.799,89.283,38.766,51.706,42.362,48.11,102.394,65.752,112.276,140.593,61.929,110.747,30.95,66.913,174.998,35.877,80.561,95.796,399.89,82.204
1645,88.745,112.545,248.161,255.056,244.919,79.62,265.371,176.676,305.092,93.814,228.474,190.947,126.817,127.093,181.518,151.389,226.556,55.735,168.761,237.535
1650,16.226,28.345,20.926,31.885,16.027,25.485,36.302,23.786,26.555,32.454,55.226,35.623,28.0,27.068,46.98,36.118,21.572,44.355,87.842,22.611
1654,87.534,119.164,171.409,162.461,129.174,116.524,104.744,147.934,240.473,143.46,387.084,256.366,117.642,158.574,136.862,118.102,214.606,78.933,110.542,183.734
1655,1009.657,75.174,142.193,160.563,72.307,104.836,200.377,138.328,189.029,47.94,106.563,202.614,146.738,202.373,283.741,299.783,83.4,141.145,110.372,135.871
1656,292.64,128.197,219.278,134.151,141.747,165.738,434.854,238.137,350.569,130.831,134.427,194.154,212.857,448.312,304.023,200.249,219.901,227.773,138.214,312.879
168,46.043,911.405,699.878,3740.904,429.594,541.077,440.468,235.964,675.922,1312.427,164.549,1000.461,2245.466,82.005,349.09,193.772,763.902,371.601,596.833,197.963
1683,330.032,191.252,305.807,284.237,209.466,254.087,314.147,409.758,353.479,197.184,188.144,346.116,267.813,330.535,418.296,222.613,169.157,332.722,349.996,244.693
169,27.467,213.226,102.025,192.129,140.536,88.179,83.563,74.643,52.301,79.485,113.239,73.935,238.512,61.702,92.766,30.412,101.034,79.514,49.583,126.463
1691,163.954,158.461,168.315,126.973,125.104,77.645,220.135,87.471,65.95,136.487,115.079,107.151,141.811,113.692,290.106,80.646,330.967,166.418,93.219,84.809
1699,249.528,358.774,333.091,305.283,279.09,331.137,671.731,293.079,216.85,584.742,383.155,311.485,457.373,386.836,746.034,389.356,818.809,452.446,338.046,272.408
1703,360.112,129.755,297.949,96.313,94.967,165.207,133.408,584.699,308.327,80.229,73.999,239.206,254.717,473.804,193.397,179.613,175.295,211.173,110.096,269.364
1706,123.999,162.255,162.51,111.993,137.506,157.47,113.069,124.056,151.693,81.722,139.517,270.199,61.504,113.38,246.753,95.258,258.504,136.742,108.397,155.374
1707,78.239,83.166,95.428,137.025,189.836,541.021,75.578,94.521,98.741,349.967,161.094,234.35,82.034,227.271,222.57,175.564,148.267,498.461,239.05,125.585
1709,336.828,618.241,548.808,541.785,553.508,509.646,1103.704,375.113,370.27,751.783,489.597,607.763,731.763,500.358,877.538,405.893,742.835,487.644,544.277,402.382
1712,73.935,61.306,77.73,59.862,96.759,67.677,86.083,93.686,39.995,112.987,64.262,125.647,110.603,121.349,151.396,72.723,102.736,175.573,87.142,70.959
1713,8.099,84.752,134.958,304.122,288.803,103.696,346.824,134.392,122.215,106.075,64.392,231.207,337.876,251.057,141.188,144.302,402.495,166.899,109.359,176.329
1714,365.881,592.111,342.881,298.402,370.702,339.901,861.489,305.786,643.244,408.272,430.479,614.198,404.541,315.697,785.381,317.594,403.274,278.34,235.164,860.647
1716,991.088,330.74,93.445,353.96,89.481,805.33,227.384,184.342,331.307,937.852,1805.762,1387.523,173.865,214.075,361.322,201.049,84.95,355.093,287.132,119.214
1718,342.782,401.306,319.18,292.321,203.874,342.598,674.485,262.129,607.063,375.707,394.701,234.725,477.733,266.645,1135.822,221.494,226.995,296.93,335.221,374.483
1723,56.888,72.859,62.863,30.993,88.564,53.921,125.693,72.882,274.483,114.675,56.911,64.659,82.634,90.583,88.626,47.046,38.525,102.79,216.19,169.824
1726,51.338,183.493,99.618,66.856,308.257,60.881,114.372,120.573,31.29,133.514,145.209,80.788,163.898,103.639,224.581,118.477,154.666,127.794,189.921,72.576
173,228.97,95.824,266.843,148.791,87.924,80.137,84.214,32.847,151.24,86.848,251.028,45.25,79.853,47.487,74.671,81.581,45.533,97.863,19.68,130.767
1733,342.662,433.304,181.511,200.568,651.796,296.534,198.727,491.212,64.477,289.03,474.986,293.957,231.66,406.488,387.94,299.762,748.073,221.664,352.374,136.827
1735,99.364,165.512,113.465,79.514,570.329,136.034,135.977,113.862,325.7,53.49,190.091,261.591,178.084,215.547,196.915,478.809,212.603,234.463,200.908,366.249
1739,228.134,753.949,194.126,250.936,263.636,411.84,619.189,527.691,362.675,500.591,303.209,473.407,334.152,227.887,418.99,649.814,231.964,291.465,279.664,543.173
1740,599.707,688.629,368.111,154.121,267.551,280.074,844.626,246.788,407.273,361.266,202.486,322.663,437.657,208.426,746.438,283.862,316.766,192.03,162.949,429.247
1741,760.497,2073.406,461.316,379.537,522.24,486.596,992.73,579.071,789.43,548.921,263.325,869.397,1067.635,517.185,878.175,474.866,676.658,637.765,336.842,565.041
1742,77.588,79.91,129.21,60.966,319.47,76.597,90.047,112.418,51.282,94.38,200.653,144.302,187.259,99.08,213.679,99.109,103.017,123.631,185.135,49.809
1744,34.801,122.994,30.469,35.403,47.827,16.926,216.9,100.567,44.974,51.076,48.762,49.809,57.221,33.159,69.383,113.586,27.276,37.06,63.408,59.133
1752,3488.8,2640.825,2887.039,4694.812,5008.591,2487.914,2194.892,2413.837,2860.393,4480.652,3868.5,3887.33,3318.927,2257.33,4080.592,2868.52,2271.97,6062.882,2999.825,3716.523
1753,9862.741,2146.413,6062.627,8234.525,8795.198,3872.691,3074.61,6320.904,3809.544,7583.126,7879.036,12428.838,10169.271,5839.632,9787.702,5515.291,5733.331,7319.185,6580.003,6309.351
1754,146.851,200.993,223.136,154.072,670.57,176.527,176.98,216.539,133.74,321.339,294.155,290.276,261.76,136.204,268.783,195.924,154.496,278.354,378.935,237.635
1755,1427.025,1889.906,515.89,489.059,667.852,708.932,1378.264,791.929,951.968,882.762,231.915,1144.268,985.729,446.004,1191.989,517.121,750.565,513.376,470.576,602.659
1756,3759.65,2368.276,3755.827,2631.763,9594.326,1965.639,2961.144,2996.512,2658.013,4119.868,3195.353,6276.192,4809.41,2642.609,4772.74,2772.809,2574.054,5085.131,3838.569,3346.876
1761,1391.091,484.076,1459.08,1665.198,1957.059,1960.287,2153.691,3926.577,857.829,1511.806,1565.862,2442.494,1966.8,3050.399,2521.923,2278.596,4614.987,1592.905,2422.417,1778.352
1762,893.112,504.209,943.091,567.44,1865.879,370.865,524.852,606.121,708.685,1006.209,824.047,1418.247,704.522,442.648,1308.01,564.382,600.033,1328.284,698.009,844.435
1768,2926.598,1453.841,1943.297,114986.228,3861.817,1677.147,1565.693,2291.169,1986.395,3445.079,2418.821,3112.498,2624.486,1467.915,3299.87,2170.001,1504.075,3334.53,2282.646,2717.167
1775,1264.204,416.172,562.655,1002.16,1375.092,780.241,1492.154,1037.867,930.603,1160.026,1048.458,1242.173,1008.559,322.557,1301.015,888.779,695.319,1142.668,599.127,1495.127
1776,317.12,143.226,171.741,282.602,152.005,83.053,147.814,269.18,36.359,181.228,278.071,293.815,220.022,186.494,647.803,330.485,331.363,205.92,284.357,67.394
1777,3126.458,382.532,1893.658,2134.634,2806.648,634.891,1284.875,1145.698,1297.504,1710.391,1628.612,4687.62,2563.152,1453.133,3340.306,939.24,879.095,2070.298,2101.418,1654.381
1782,495.544,372.649,640.469,762.09,84.016,531.11,283.111,418.551,390.97,820.479,469.606,554.075,1770.791,527.032,1375.658,1177.781,307.747,452.786,88.235,604.082
1796,427.017,532.271,1147.085,732.442,1033.818,849.476,1024.842,1528.286,214.33,805.358,644.264,782.903,648.596,1190.75,846.389,1132.162,2460.135,1002.16,2105.241,1144.82
180,52.556,463.999,190.232,355.857,285.49,143.141,149.173,121.706,83.478,185.702,267.027,91.039,289.851,146.964,241.344,87.499,192.101,154.27,266.206,190.515
182,305.269,134.956,837.693,153.01,530.266,350.284,884.906,112.563,1551.514,1393.521,5942.564,1102.285,1362.466,1318.883,139.8,364.89,367.212,425.715,797.826,3613.705
1848,1186.814,311.202,520.491,2287.884,1588.459,388.28,452.219,1089.546,517.659,1421.39,1668.398,2095.981,2151.964,368.033,852.874,820.536,471.39,970.615,791.37,857.348
185,123.828,1259.715,628.899,1280.554,600.231,378.015,388.818,171.911,526.381,834.609,660.376,281.724,1205.616,234.406,488.267,242.194,372.479,466.208,241.231,553.593
1851,1090.168,360.02,1375.602,719.785,980.611,499.82,519.472,1153.088,548.242,704.21,2189.682,950.623,909.422,877.623,2869.483,1331.003,1486.689,1092.349,1644.47,572.198
1864,562.57,243.638,456.042,1188.909,1143.602,335.413,366.986,444.942,395.897,537.623,931.878,1172.57,846.276,318.479,589.244,517.263,340.849,548.213,367.609,461.904
1869,2463.618,331.42,913.132,3808.213,3465.58,631.578,678.471,1114.747,271.756,1149.266,1030.986,3126.43,1794.889,506.786,1730.411,1682.358,1164.868,1502.688,674.28,1311.323
1872,2265.599,1182.51,955.692,1833.654,2278.568,1552.1,2232.893,1264.6,2806.79,1062.022,967.953,1596.161,482.15,1662.14,1702.123,1296.485,638.346,1587.015,406.969,1058.935
1879,1078.87,467.227,1061.88,835.346,928.791,472.891,478.554,639.96,402.099,1044.89,2803.363,1495.127,444.574,1158.157,688.098,767.385,665.445,911.801,999.583,478.554
1883,232.934,271.162,36.076,209.941,311.57,131.135,661.056,342.52,259.382,243.864,301.008,706.079,156.365,272.351,132.664,462.498,206.599,524.654,261.704,951.614
190,15.065,239.475,148.04,481.01,208.157,220.248,162.369,47.147,46.27,108.821,80.675,178.254,338.98,113.267,30.752,110.804,91.463,362.257,69.999,81.694
191,0.283,206.996,171.345,502.977,169.483,106.358,113.126,38.539,37.237,92.115,26.505,111.087,268.67,25.74,22.653,95.739,82.685,219.908,39.898,38.284
1910,2179.516,2631.395,1780.617,2011.937,1124.375,1484.452,1372.77,1474.767,953.398,1079.408,6937.418,1421.56,1257.946,2986.375,4418.667,1942.589,2149.783,1595.199,4020.957,1114.521
193,7.051,287.302,151.396,475.751,479.12,257.23,217.105,34.32,512.647,35.906,85.262,290.7,518.028,76.739,65.497,122.045,86.48,790.152,89.198,106.471
198,37.067,29.959,540.709,631.323,2030.768,290.644,279.232,237.153,66.261,94.578,138.837,118.987,276.032,842.878,102.733,69.291,205.042,205.835,311.91,115.278
203,0.057,151.07,116.099,220.22,319.13,127.907,145.463,17.528,5.324,7.815,33.131,130.172,280.676,24.607,93.842,7.419,62.127,100.44,10.392,23.22
204,171.988,96.691,113.118,179.035,159.526,94.132,185.351,116.484,80.109,90.83,82.783,80.51,78.138,122.202,83.858,98.278,129.058,224.625,160.936,133.533
210,28.855,491.806,390.347,1044.317,653.467,431.69,489.144,113.494,314.033,199.095,493.449,903.476,136.515,167.692,363.786,340.963,630.757,182.757,228.46,53.689
214,15.631,374.773,273.116,794.81,476.09,242.392,320.15,154.043,239.815,164.832,444.46,506.899,371.828,227.044,235.766,294.127,594.879,185.758,152.854,52.867
223,27.467,27.835,26.788,26.901,28.034,28.09,27.835,26.533,27.949,25.287,26.646,28.147,28.26,27.666,24.636,23.786,24.324,28.175,27.014,25.06
292,28.588,30.417,35.66,32.593,33.618,51.151,37.501,29.909,33.842,45.753,48.644,63.722,25.752,24.098,27.329,93.083,42.799,50.099,33.132,35.234
293,67.762,60.881,123.036,42.673,28.996,39.644,352.802,34.103,33.703,70.481,51.691,84.994,23.163,76.042,282.087,130.72,321.594,246.166,51.742,39.053
295,12.588,17.192,17.077,15.424,18.744,13.642,12.171,7.467,12.157,11.621,9.736,9.164,10.813,12.163,13.721,12.237,11.866,11.866,11.932,13.096
297,1435.662,1973.681,1772.632,1747.147,1446.988,1588.572,2361.621,1483.8,1299.741,1390.355,1891.562,1857.582,1019.405,1517.78,1254.434,2404.096,2328.774,2273.839,1824.451,1879.952
300,293.648,251.862,177.591,118.615,76.526,135.434,747.305,107.163,71.64,219.153,154.013,294.812,57.426,107.023,152.295,438.759,252.593,264.018,96.632,108.132
307,934.456,1840.595,1217.624,736.238,707.921,424.753,4530.695,736.238,368.119,821.189,509.703,991.09,254.852,1245.941,1868.912,1019.406,1387.525,1387.525,1076.04,736.238
310,5269.756,7444.487,7229.279,6325.973,5063.044,4952.608,5623.716,4403.262,3885.065,4802.529,6442.072,6776.21,5637.875,4779.876,4188.055,4711.916,8027.813,10066.622,5734.152,6365.617
316,1030.307,778.91,1395.452,1236.113,809.577,1148.501,1458.882,1072.867,1578.378,1272.274,1020.537,1582.909,1659.364,1659.081,1537.602,883.399,921.91,1462.846,1601.032,1064.655
317,41.767,42.042,39.124,44.857,53.241,46.985,46.452,46.542,41.856,40.335,39.012,42.209,40.368,43.225,52.323,39.732,42.432,39.736,39.775,39.619
319,177.999,405.327,220.503,143.51,137.874,153.534,213.797,146.969,88.386,202.043,178.108,393.093,81.973,191.464,139.609,169.25,228.197,271.578,152.752,146.728
320,3.932,4.559,6.206,8.735,2.072,11.021,3.328,4.655,4.165,7.186,4.618,7.774,7.764,17.909,4.055,3.1,6.987,2.072,4.465,2.699
338,631.465,509.702,815.524,702.257,849.504,829.682,614.475,665.445,588.989,795.702,696.593,795.702,400.6825,767.385,512.534,424.752,1163.82,1370.533,566.336,877.821
355,250.042,538.161,308.392,366.067,317.155,128.006,486.494,330.467,487.522,149.692,201.538,517.191,312.041,392.836,175.769,511.769,337.215,594.818,396.415,477.245
361,58.492,33.858,43.964,12.446,9.673,55.979,10.598,29.047,8.619,41.751,9.617,21.835,37.753,35.899,51.4,30.411,18.681,6.944,17.304,30.356
362,40.029,43.996,34.779,38.029,98.373,29.11,31.873,26.006,13.193,8.284,11.845,29.68,36.237,24.284,16.171,72.566,27.819,30.878,43.354,37.992
364,287.319,64.027,1983.971,61.98,109.839,72.971,163.223,79.991,139.792,165.863,186.155,113.945,154.168,84.585,80.408,149.67,98.666,55.278,92.764,115.902
367,60.264,15.105,43.981,35.45,32.056,22.717,33.179,16.805,8.402,28.264,8.806,22.288,5.002,28.378,9.115,35.792,17.907,30.472,17.927,29.254
368,26.392,23.55,17.058,20.524,48.94,45.743,42.013,24.183,26.754,24.685,47.07,25.174,14.185,14.303,12.373,11.743,19.251,31.553,18.906,26.337
372,10.698,12.963,31.466,29.902,34.706,25.946,36.236,8.815,5.447,26.535,11.329,23.447,6.927,31.609,4.071,20.405,25.699,44.904,16.725,30.144
373,202.142,627.608,353.844,230.694,283.106,187.403,372.089,171.133,193.564,251.155,223.897,333.264,140.165,186.519,163.585,288.89,399.352,419.797,232.764,304.434
374,72.375,70.426,37.298,33.816,64.702,40.776,44.48,39.077,67.545,54.384,82.512,70.968,81.015,63.437,88.139,49.019,31.927,33.683,50.253,34.622
378,1.543,3.137,3.505,3.329,3.543,2.636,2.423,5.077,3.527,3.405,2.439,2.439,1.416,2.985,1.86,5.567,2.811,2.772,2.497,2.238
382,55.461,32.707,128.175,14.73,13.805,17.827,9.358,8.832,9.303,76.704,4.631,3.883,10.916,120.038,3.507,37.924,17.945,67.587,18.516,38.005
384,300.151,385.718,332.343,286.779,329.399,267.105,504.96,164.714,189.239,277.665,182.644,291.615,170.029,327.033,221.237,336.566,414.743,466.818,222.733,340.393
385,13.457,12.67,7.914,10.986,9.08,3.685,10.654,8.433,3.851,17.36,5.637,23.31,8.393,8.263,3.873,14.25,9.264,11.523,8.004,13.142
386,244.822,115.41,542.582,398.854,645.289,271.997,1209.527,117.787,78.203,574.058,167.989,189.515,37.647,1318.415,40.932,426.552,195.87,894.636,375.023,220.54
390,29.484,19.112,75.794,58.329,120.368,45.212,39.691,12.748,11.626,34.334,7.896,14.968,5.475,40.62,11.574,24.767,31.985,66.234,33.044,45.815
391,250.048,449.63,226.555,246.446,308.222,193.2,220.416,114.16,299.132,151.623,269.612,345.646,465.427,365.147,244.614,191.889,191.456,293.8,166.683,162.012
393,257.813,307.934,259.294,383.157,236.935,117.161,396.83,176.015,80.518,179.308,133.338,467.695,113.739,277.602,102.291,447.294,311.968,435.456,266.489,414.218
